Season,Round,Abbreviation,Stint,Tire Compound,Stint Length
2019,18,BOT,1,MEDIUM,36
2019,18,BOT,2,HARD,35
2019,18,GAS,1,SOFT,9
2019,18,GAS,2,HARD,40
2019,18,GAS,3,MEDIUM,21
2019,18,GIO,1,MEDIUM,21
2019,18,GIO,2,HARD,49
2019,18,GRO,1,MEDIUM,37
2019,18,GRO,2,HARD,32
2019,18,HAM,1,MEDIUM,23
2019,18,HAM,2,HARD,48
2019,18,HUL,1,MEDIUM,18
2019,18,HUL,2,HARD,52
2019,18,KUB,1,MEDIUM,21
2019,18,KUB,2,HARD,39
2019,18,KUB,3,MEDIUM,9
2019,18,KVY,1,SOFT,10
2019,18,KVY,2,HARD,34
2019,18,KVY,3,MEDIUM,26
2019,18,LEC,1,MEDIUM,15
2019,18,LEC,2,MEDIUM,28
2019,18,LEC,3,HARD,28
2019,18,MAG,1,MEDIUM,28
2019,18,MAG,2,HARD,41
2019,18,NOR,1,SOFT,12
2019,18,NOR,2,HARD,36
2019,18,PER,1,MEDIUM,20
2019,18,PER,2,HARD,51
2019,18,RAI,1,MEDIUM,15
2019,18,RAI,2,HARD,37
2019,18,RAI,3,MEDIUM,6
2019,18,RIC,1,HARD,50
2019,18,RIC,2,MEDIUM,21
2019,18,RUS,1,MEDIUM,22
2019,18,RUS,2,HARD,47
2019,18,SAI,1,SOFT,15
2019,18,SAI,2,HARD,20
2019,18,SAI,3,MEDIUM,35
2019,18,STR,1,MEDIUM,37
2019,18,STR,2,HARD,33
2019,18,VER,1,MEDIUM,5
2019,18,VER,2,HARD,66
2019,18,VET,1,MEDIUM,37
2019,18,VET,2,HARD,34
2019,19,ALB,1,SOFT,1
2019,19,ALB,2,MEDIUM,19
2019,19,ALB,3,MEDIUM,20
2019,19,ALB,4,SOFT,16
2019,19,BOT,1,MEDIUM,14
2019,19,BOT,2,HARD,21
2019,19,BOT,3,MEDIUM,21
2019,19,GAS,1,SOFT,19
2019,19,GAS,2,HARD,34
2019,19,GAS,3,SOFT,1
2019,19,GIO,1,MEDIUM,17
2019,19,GIO,2,HARD,22
2019,19,GIO,3,SOFT,16
2019,19,GRO,1,MEDIUM,24
2019,19,GRO,2,HARD,31
2019,19,HAM,1,MEDIUM,24
2019,19,HAM,2,HARD,32
2019,19,HUL,1,HARD,27
2019,19,HUL,2,MEDIUM,12
2019,19,HUL,3,SOFT,16
2019,19,KUB,1,MEDIUM,11
2019,19,KUB,2,HARD,20
2019,19,KVY,1,HARD,21
2019,19,KVY,2,MEDIUM,18
2019,19,KVY,3,SOFT,16
2019,19,LEC,1,MEDIUM,20
2019,19,LEC,2,HARD,22
2019,19,LEC,3,SOFT,14
2019,19,MAG,1,MEDIUM,18
2019,19,MAG,2,HARD,22
2019,19,MAG,3,SOFT,13
2019,19,NOR,1,SOFT,19
2019,19,NOR,2,HARD,23
2019,19,NOR,3,MEDIUM,14
2019,19,PER,1,MEDIUM,24
2019,19,PER,2,HARD,31
2019,19,RAI,1,SOFT,18
2019,19,RAI,2,HARD,22
2019,19,RAI,3,SOFT,15
2019,19,RIC,1,SOFT,21
2019,19,RIC,2,HARD,35
2019,19,RUS,1,MEDIUM,23
2019,19,RUS,2,HARD,23
2019,19,RUS,3,SOFT,8
2019,19,SAI,1,SOFT,18
2019,19,SAI,2,HARD,37
2019,19,STR,1,MEDIUM,9
2019,19,STR,2,HARD,20
2019,19,STR,3,SOFT,26
2019,19,VER,1,MEDIUM,13
2019,19,VER,2,HARD,21
2019,19,VER,3,MEDIUM,22
2019,19,VET,1,MEDIUM,8
2020,1,ALB,1,SOFT,21
2020,1,ALB,2,HARD,25
2020,1,ALB,3,SOFT,5
2020,1,ALB,4,SOFT,12
2020,1,BOT,1,SOFT,22
2020,1,BOT,2,HARD,30
2020,1,BOT,3,HARD,16
2020,1,GAS,1,MEDIUM,21
2020,1,GAS,2,HARD,30
2020,1,GAS,3,HARD,15
2020,1,GIO,1,MEDIUM,20
2020,1,GIO,2,HARD,30
2020,1,GIO,3,SOFT,1
2020,1,GIO,4,SOFT,15
2020,1,GRO,1,MEDIUM,19
2020,1,GRO,2,HARD,25
2020,1,HAM,1,SOFT,21
2020,1,HAM,2,HARD,30
2020,1,HAM,3,HARD,15
2020,1,KVY,1,MEDIUM,21
2020,1,KVY,2,HARD,25
2020,1,KVY,3,SOFT,5
2020,1,KVY,4,SOFT,14
2020,1,LAT,1,MEDIUM,25
2020,1,LAT,2,HARD,25
2020,1,LAT,3,SOFT,4
2020,1,LAT,4,SOFT,13
2020,1,LEC,1,SOFT,21
2020,1,LEC,2,HARD,25
2020,1,LEC,3,MEDIUM,5
2020,1,LEC,4,MEDIUM,15
2020,1,MAG,1,MEDIUM,20
2020,1,NOR,1,SOFT,21
2020,1,NOR,2,HARD,25
2020,1,NOR,3,MEDIUM,5
2020,1,NOR,4,MEDIUM,15
2020,1,OCO,1,MEDIUM,21
2020,1,OCO,2,HARD,30
2020,1,OCO,3,HARD,15
2020,1,PER,1,SOFT,21
2020,1,PER,2,MEDIUM,30
2020,1,PER,3,MEDIUM,15
2020,1,RAI,1,MEDIUM,19
2020,1,RAI,2,HARD,27
2020,1,RAI,3,SOFT,3
2020,1,RIC,1,SOFT,12
2020,1,RUS,1,MEDIUM,20
2020,1,RUS,2,HARD,25
2020,1,SAI,1,SOFT,21
2020,1,SAI,2,HARD,26
2020,1,SAI,3,MEDIUM,4
2020,1,SAI,4,MEDIUM,15
2020,1,STR,1,SOFT,15
2020,1,VER,1,MEDIUM,10
2020,1,VET,1,MEDIUM,21
2020,1,VET,2,HARD,25
2020,1,VET,3,SOFT,5
2020,1,VET,4,SOFT,15
2020,2,ALB,1,SOFT,35
2020,2,ALB,2,MEDIUM,36
2020,2,BOT,1,SOFT,34
2020,2,BOT,2,MEDIUM,37
2020,2,GAS,1,SOFT,24
2020,2,GAS,2,HARD,25
2020,2,GAS,3,SOFT,21
2020,2,GIO,1,MEDIUM,39
2020,2,GIO,2,SOFT,31
2020,2,GRO,1,SOFT,37
2020,2,GRO,2,MEDIUM,33
2020,2,HAM,1,SOFT,27
2020,2,HAM,2,MEDIUM,44
2020,2,KVY,1,MEDIUM,36
2020,2,KVY,2,HARD,34
2020,2,LAT,1,MEDIUM,32
2020,2,LAT,2,SOFT,37
2020,2,LEC,1,SOFT,1
2020,2,LEC,2,HARD,3
2020,2,MAG,1,SOFT,31
2020,2,MAG,2,MEDIUM,39
2020,2,NOR,1,SOFT,39
2020,2,NOR,2,MEDIUM,32
2020,2,OCO,1,SOFT,25
2020,2,PER,1,SOFT,38
2020,2,PER,2,MEDIUM,33
2020,2,RAI,1,MEDIUM,44
2020,2,RAI,2,SOFT,26
2020,2,RIC,1,MEDIUM,37
2020,2,RIC,2,SOFT,34
2020,2,RUS,1,SOFT,34
2020,2,RUS,2,MEDIUM,35
2020,2,SAI,1,SOFT,32
2020,2,SAI,2,MEDIUM,34
2020,2,SAI,3,SOFT,4
2020,2,STR,1,SOFT,33
2020,2,STR,2,MEDIUM,38
2020,2,VER,1,SOFT,24
2020,2,VER,2,MEDIUM,44
2020,2,VER,3,SOFT,3
2020,2,VET,1,MEDIUM,1
2020,3,ALB,1,INTERMEDIATE,3
2020,3,ALB,2,MEDIUM,31
2020,3,ALB,3,HARD,36
2020,3,BOT,1,INTERMEDIATE,2
2020,3,BOT,2,MEDIUM,31
2020,3,BOT,3,MEDIUM,16
2020,3,BOT,4,HARD,21
2020,3,GAS,1,INTERMEDIATE,3
2020,3,GAS,2,SOFT,12
2020,3,GIO,1,INTERMEDIATE,4
2020,3,GIO,2,SOFT,16
2020,3,GIO,3,MEDIUM,20
2020,3,GIO,4,HARD,29
2020,3,GRO,1,MEDIUM,3
2020,3,GRO,2,HARD,66
2020,3,HAM,1,INTERMEDIATE,3
2020,3,HAM,2,MEDIUM,34
2020,3,HAM,3,MEDIUM,29
2020,3,HAM,4,SOFT,4
2020,3,KVY,1,INTERMEDIATE,1
2020,3,KVY,2,SOFT,17
2020,3,KVY,3,HARD,51
2020,3,LAT,1,INTERMEDIATE,3
2020,3,LAT,2,SOFT,1
2020,3,LAT,3,MEDIUM,27
2020,3,LAT,4,MEDIUM,8
2020,3,LAT,5,SOFT,13
2020,3,LAT,6,HARD,13
2020,3,LEC,1,INTERMEDIATE,2
2020,3,LEC,2,SOFT,18
2020,3,LEC,3,HARD,49
2020,3,MAG,1,MEDIUM,2
2020,3,MAG,2,HARD,67
2020,3,NOR,1,INTERMEDIATE,4
2020,3,NOR,2,MEDIUM,31
2020,3,NOR,3,HARD,34
2020,3,OCO,1,INTERMEDIATE,4
2020,3,OCO,2,MEDIUM,27
2020,3,OCO,3,HARD,38
2020,3,PER,1,INTERMEDIATE,3
2020,3,PER,2,MEDIUM,32
2020,3,PER,3,HARD,34
2020,3,RAI,1,INTERMEDIATE,3
2020,3,RAI,2,MEDIUM,30
2020,3,RAI,3,HARD,36
2020,3,RIC,1,INTERMEDIATE,4
2020,3,RIC,2,MEDIUM,39
2020,3,RIC,3,MEDIUM,26
2020,3,RUS,1,INTERMEDIATE,4
2020,3,RUS,2,SOFT,15
2020,3,RUS,3,MEDIUM,31
2020,3,RUS,4,MEDIUM,19
2020,3,SAI,1,INTERMEDIATE,3
2020,3,SAI,2,MEDIUM,37
2020,3,SAI,3,HARD,29
2020,3,STR,1,INTERMEDIATE,3
2020,3,STR,2,MEDIUM,32
2020,3,STR,3,MEDIUM,17
2020,3,STR,4,HARD,18
2020,3,VER,1,INTERMEDIATE,4
2020,3,VER,2,MEDIUM,32
2020,3,VER,3,HARD,34
2020,3,VET,1,INTERMEDIATE,3
2020,3,VET,2,MEDIUM,26
2020,3,VET,3,HARD,40
2020,4,ALB,1,MEDIUM,6
2020,4,ALB,2,HARD,24
2020,4,ALB,3,MEDIUM,22
2020,4,BOT,1,MEDIUM,13
2020,4,BOT,2,HARD,37
2020,4,BOT,3,SOFT,2
2020,4,GAS,1,MEDIUM,12
2020,4,GAS,2,HARD,40
2020,4,GIO,1,MEDIUM,12
2020,4,GIO,2,HARD,40
2020,4,GRO,1,MEDIUM,36
2020,4,GRO,2,HARD,16
2020,4,HAM,1,MEDIUM,13
2020,4,HAM,2,HARD,39
2020,4,HUL,1,HARD,1
2020,4,KVY,1,MEDIUM,12
2020,4,LAT,1,MEDIUM,12
2020,4,LAT,2,HARD,40
2020,4,LEC,1,MEDIUM,13
2020,4,LEC,2,HARD,39
2020,4,MAG,1,MEDIUM,2
2020,4,NOR,1,SOFT,12
2020,4,NOR,2,HARD,40
2020,4,OCO,1,SOFT,12
2020,4,OCO,2,HARD,40
2020,4,RAI,1,MEDIUM,12
2020,4,RAI,2,HARD,35
2020,4,RAI,3,SOFT,4
2020,4,RIC,1,SOFT,12
2020,4,RIC,2,HARD,40
2020,4,RUS,1,MEDIUM,12
2020,4,RUS,2,HARD,40
2020,4,SAI,1,SOFT,13
2020,4,SAI,2,HARD,38
2020,4,SAI,3,MEDIUM,1
2020,4,STR,1,MEDIUM,13
2020,4,STR,2,HARD,39
2020,4,VER,1,MEDIUM,13
2020,4,VER,2,HARD,37
2020,4,VER,3,SOFT,2
2020,4,VET,1,SOFT,12
2020,4,VET,2,HARD,40
2020,5,ALB,1,MEDIUM,6
2020,5,ALB,2,HARD,24
2020,5,ALB,3,HARD,22
2020,5,BOT,1,MEDIUM,13
2020,5,BOT,2,HARD,19
2020,5,BOT,3,HARD,20
2020,5,GAS,1,MEDIUM,7
2020,5,GAS,2,HARD,16
2020,5,GAS,3,HARD,29
2020,5,GIO,1,MEDIUM,7
2020,5,GIO,2,HARD,26
2020,5,GIO,3,MEDIUM,18
2020,5,GRO,1,MEDIUM,17
2020,5,GRO,2,HARD,21
2020,5,GRO,3,HARD,13
2020,5,HAM,1,MEDIUM,14
2020,5,HAM,2,HARD,27
2020,5,HAM,3,HARD,11
2020,5,HUL,1,MEDIUM,15
2020,5,HUL,2,HARD,15
2020,5,HUL,3,HARD,14
2020,5,HUL,4,SOFT,8
2020,5,KVY,1,HARD,19
2020,5,KVY,2,HARD,16
2020,5,KVY,3,MEDIUM,17
2020,5,LAT,1,MEDIUM,9
2020,5,LAT,2,HARD,17
2020,5,LAT,3,HARD,20
2020,5,LAT,4,MEDIUM,5
2020,5,LEC,1,MEDIUM,18
2020,5,LEC,2,HARD,34
2020,5,MAG,1,MEDIUM,9
2020,5,MAG,2,HARD,11
2020,5,MAG,3,HARD,23
2020,5,NOR,1,MEDIUM,12
2020,5,NOR,2,HARD,17
2020,5,NOR,3,HARD,23
2020,5,OCO,1,MEDIUM,22
2020,5,OCO,2,HARD,30
2020,5,RAI,1,HARD,26
2020,5,RAI,2,MEDIUM,25
2020,5,RIC,1,MEDIUM,14
2020,5,RIC,2,MEDIUM,12
2020,5,RIC,3,HARD,9
2020,5,RIC,4,MEDIUM,16
2020,5,RUS,1,MEDIUM,8
2020,5,RUS,2,HARD,16
2020,5,RUS,3,HARD,15
2020,5,RUS,4,MEDIUM,12
2020,5,SAI,1,HARD,22
2020,5,SAI,2,MEDIUM,12
2020,5,SAI,3,HARD,18
2020,5,STR,1,MEDIUM,18
2020,5,STR,2,HARD,13
2020,5,STR,3,HARD,21
2020,5,VER,1,HARD,26
2020,5,VER,2,MEDIUM,6
2020,5,VER,3,HARD,20
2020,5,VET,1,HARD,22
2020,5,VET,2,HARD,11
2020,5,VET,3,MEDIUM,19
2020,6,ALB,1,SOFT,17
2020,6,ALB,2,HARD,22
2020,6,ALB,3,MEDIUM,26
2020,6,BOT,1,SOFT,23
2020,6,BOT,2,MEDIUM,25
2020,6,BOT,3,SOFT,16
2020,6,BOT,4,MEDIUM,2
2020,6,GAS,1,SOFT,21
2020,6,GAS,2,MEDIUM,21
2020,6,GAS,3,MEDIUM,23
2020,6,GIO,1,MEDIUM,21
2020,6,GIO,2,MEDIUM,24
2020,6,GIO,3,SOFT,20
2020,6,GRO,1,MEDIUM,32
2020,6,GRO,2,SOFT,30
2020,6,GRO,3,SOFT,2
2020,6,HAM,1,SOFT,23
2020,6,HAM,2,MEDIUM,27
2020,6,HAM,3,MEDIUM,16
2020,6,KVY,1,SOFT,21
2020,6,KVY,2,MEDIUM,24
2020,6,KVY,3,MEDIUM,20
2020,6,LAT,1,MEDIUM,28
2020,6,LAT,2,MEDIUM,21
2020,6,LAT,3,SOFT,15
2020,6,LEC,1,SOFT,29
2020,6,LEC,2,MEDIUM,9
2020,6,MAG,1,SOFT,28
2020,6,MAG,2,MEDIUM,37
2020,6,NOR,1,SOFT,21
2020,6,NOR,2,SOFT,23
2020,6,NOR,3,MEDIUM,21
2020,6,OCO,1,MEDIUM,34
2020,6,OCO,2,SOFT,31
2020,6,PER,1,SOFT,29
2020,6,PER,2,MEDIUM,36
2020,6,RAI,1,MEDIUM,20
2020,6,RAI,2,MEDIUM,24
2020,6,RAI,3,SOFT,21
2020,6,RIC,1,MEDIUM,35
2020,6,RIC,2,SOFT,30
2020,6,RUS,1,SOFT,19
2020,6,RUS,2,MEDIUM,16
2020,6,RUS,3,MEDIUM,30
2020,6,SAI,1,SOFT,22
2020,6,SAI,2,SOFT,19
2020,6,SAI,3,MEDIUM,24
2020,6,STR,1,SOFT,27
2020,6,STR,2,MEDIUM,15
2020,6,STR,3,SOFT,23
2020,6,VER,1,SOFT,21
2020,6,VER,2,MEDIUM,20
2020,6,VER,3,MEDIUM,25
2020,6,VET,1,MEDIUM,29
2020,6,VET,2,SOFT,36
2020,7,ALB,1,SOFT,11
2020,7,ALB,2,MEDIUM,33
2020,7,BOT,1,MEDIUM,11
2020,7,BOT,2,HARD,33
2020,7,GAS,1,HARD,26
2020,7,GAS,2,MEDIUM,18
2020,7,GIO,1,MEDIUM,10
2020,7,GRO,1,MEDIUM,10
2020,7,GRO,2,HARD,34
2020,7,HAM,1,MEDIUM,11
2020,7,HAM,2,HARD,33
2020,7,KVY,1,MEDIUM,11
2020,7,KVY,2,HARD,33
2020,7,LAT,1,MEDIUM,10
2020,7,LAT,2,HARD,20
2020,7,LAT,3,MEDIUM,14
2020,7,LEC,1,SOFT,10
2020,7,LEC,2,HARD,14
2020,7,LEC,3,MEDIUM,20
2020,7,MAG,1,MEDIUM,10
2020,7,MAG,2,HARD,25
2020,7,MAG,3,SOFT,9
2020,7,NOR,1,SOFT,11
2020,7,NOR,2,HARD,33
2020,7,OCO,1,SOFT,11
2020,7,OCO,2,HARD,33
2020,7,PER,1,SOFT,18
2020,7,PER,2,HARD,26
2020,7,RAI,1,MEDIUM,10
2020,7,RAI,2,HARD,34
2020,7,RIC,1,SOFT,11
2020,7,RIC,2,HARD,33
2020,7,RUS,1,MEDIUM,10
2020,7,SAI,1,SOFT,1
2020,7,STR,1,SOFT,11
2020,7,STR,2,HARD,33
2020,7,VER,1,MEDIUM,11
2020,7,VER,2,HARD,33
2020,7,VET,1,MEDIUM,11
2020,7,VET,2,HARD,33
2020,8,ALB,1,SOFT,22
2020,8,ALB,2,MEDIUM,4
2020,8,ALB,3,HARD,27
2020,8,BOT,1,SOFT,22
2020,8,BOT,2,MEDIUM,4
2020,8,BOT,3,MEDIUM,27
2020,8,GAS,1,SOFT,19
2020,8,GAS,2,HARD,7
2020,8,GAS,3,MEDIUM,27
2020,8,GIO,1,MEDIUM,20
2020,8,GIO,2,HARD,6
2020,8,GIO,3,SOFT,4
2020,8,GIO,4,SOFT,23
2020,8,GRO,1,MEDIUM,22
2020,8,GRO,2,HARD,4
2020,8,GRO,3,HARD,27
2020,8,HAM,1,SOFT,20
2020,8,HAM,2,MEDIUM,6
2020,8,HAM,3,HARD,2
2020,8,HAM,4,HARD,25
2020,8,KVY,1,HARD,22
2020,8,KVY,2,MEDIUM,4
2020,8,KVY,3,MEDIUM,27
2020,8,LAT,1,MEDIUM,16
2020,8,LAT,2,HARD,10
2020,8,LAT,3,MEDIUM,27
2020,8,LEC,1,SOFT,17
2020,8,LEC,2,HARD,7
2020,8,MAG,1,MEDIUM,1
2020,8,MAG,2,HARD,17
2020,8,NOR,1,SOFT,22
2020,8,NOR,2,MEDIUM,4
2020,8,NOR,3,MEDIUM,27
2020,8,OCO,1,SOFT,22
2020,8,OCO,2,MEDIUM,4
2020,8,OCO,3,SOFT,27
2020,8,PER,1,SOFT,22
2020,8,PER,2,MEDIUM,4
2020,8,PER,3,MEDIUM,27
2020,8,RAI,1,MEDIUM,18
2020,8,RAI,2,HARD,8
2020,8,RAI,3,SOFT,27
2020,8,RIC,1,SOFT,22
2020,8,RIC,2,MEDIUM,4
2020,8,RIC,3,MEDIUM,27
2020,8,RUS,1,MEDIUM,22
2020,8,RUS,2,HARD,4
2020,8,RUS,3,MEDIUM,27
2020,8,SAI,1,SOFT,22
2020,8,SAI,2,MEDIUM,4
2020,8,SAI,3,MEDIUM,27
2020,8,STR,1,SOFT,26
2020,8,STR,2,MEDIUM,27
2020,8,VER,1,SOFT,22
2020,8,VER,2,MEDIUM,4
2020,8,VER,3,MEDIUM,4
2020,8,VET,1,HARD,6
2020,9,ALB,1,SOFT,7
2020,9,ALB,2,SOFT,1
2020,9,ALB,3,SOFT,24
2020,9,ALB,4,MEDIUM,11
2020,9,ALB,5,SOFT,2
2020,9,ALB,6,SOFT,14
2020,9,BOT,1,SOFT,7
2020,9,BOT,2,SOFT,1
2020,9,BOT,3,MEDIUM,23
2020,9,BOT,4,HARD,12
2020,9,BOT,5,MEDIUM,2
2020,9,BOT,6,SOFT,14
2020,9,GAS,1,SOFT,1
2020,9,GIO,1,SOFT,6
2020,9,GRO,1,MEDIUM,7
2020,9,GRO,2,HARD,1
2020,9,GRO,3,SOFT,20
2020,9,GRO,4,HARD,14
2020,9,GRO,5,SOFT,2
2020,9,GRO,6,SOFT,15
2020,9,HAM,1,SOFT,7
2020,9,HAM,2,SOFT,1
2020,9,HAM,3,MEDIUM,24
2020,9,HAM,4,HARD,12
2020,9,HAM,5,MEDIUM,1
2020,9,HAM,6,SOFT,14
2020,9,KVY,1,MEDIUM,7
2020,9,KVY,2,MEDIUM,1
2020,9,KVY,3,SOFT,21
2020,9,KVY,4,MEDIUM,14
2020,9,KVY,5,SOFT,2
2020,9,KVY,6,SOFT,14
2020,9,LAT,1,MEDIUM,7
2020,9,LEC,1,SOFT,7
2020,9,LEC,2,SOFT,1
2020,9,LEC,3,SOFT,13
2020,9,LEC,4,HARD,16
2020,9,LEC,5,MEDIUM,8
2020,9,LEC,6,SOFT,14
2020,9,MAG,1,SOFT,6
2020,9,NOR,1,SOFT,7
2020,9,NOR,2,SOFT,1
2020,9,NOR,3,SOFT,21
2020,9,NOR,4,MEDIUM,14
2020,9,NOR,5,SOFT,2
2020,9,NOR,6,SOFT,14
2020,9,OCO,1,SOFT,7
2020,9,OCO,2,SOFT,1
2020,9,PER,1,SOFT,7
2020,9,PER,2,SOFT,1
2020,9,PER,3,SOFT,20
2020,9,PER,4,MEDIUM,15
2020,9,PER,5,SOFT,2
2020,9,PER,6,SOFT,14
2020,9,RAI,1,MEDIUM,1
2020,9,RAI,2,MEDIUM,6
2020,9,RAI,3,MEDIUM,1
2020,9,RAI,4,MEDIUM,19
2020,9,RAI,5,HARD,15
2020,9,RAI,6,SOFT,2
2020,9,RAI,7,SOFT,15
2020,9,RIC,1,SOFT,7
2020,9,RIC,2,SOFT,1
2020,9,RIC,3,SOFT,19
2020,9,RIC,4,MEDIUM,16
2020,9,RIC,5,SOFT,2
2020,9,RIC,6,SOFT,14
2020,9,RUS,1,MEDIUM,7
2020,9,RUS,2,MEDIUM,1
2020,9,RUS,3,MEDIUM,21
2020,9,RUS,4,HARD,14
2020,9,RUS,5,SOFT,2
2020,9,RUS,6,SOFT,14
2020,9,SAI,1,SOFT,6
2020,9,STR,1,SOFT,7
2020,9,STR,2,SOFT,1
2020,9,STR,3,SOFT,22
2020,9,STR,4,MEDIUM,13
2020,9,VER,1,SOFT,1
2020,9,VET,1,SOFT,1
2020,9,VET,2,MEDIUM,6
2020,9,VET,3,MEDIUM,1
2020,9,VET,4,SOFT,20
2020,9,VET,5,HARD,15
2020,9,VET,6,SOFT,2
2020,9,VET,7,SOFT,14
2020,10,ALB,1,SOFT,1
2020,10,ALB,2,HARD,26
2020,10,ALB,3,MEDIUM,26
2020,10,BOT,1,MEDIUM,26
2020,10,BOT,2,HARD,27
2020,10,GAS,1,SOFT,18
2020,10,GAS,2,HARD,24
2020,10,GAS,3,MEDIUM,11
2020,10,GIO,1,MEDIUM,16
2020,10,GIO,2,HARD,36
2020,10,GRO,1,MEDIUM,17
2020,10,GRO,2,HARD,25
2020,10,GRO,3,MEDIUM,10
2020,10,HAM,1,SOFT,16
2020,10,HAM,2,HARD,37
2020,10,KVY,1,HARD,30
2020,10,KVY,2,MEDIUM,23
2020,10,LAT,1,MEDIUM,17
2020,10,LAT,2,HARD,35
2020,10,LEC,1,MEDIUM,28
2020,10,LEC,2,HARD,25
2020,10,MAG,1,MEDIUM,19
2020,10,MAG,2,HARD,33
2020,10,NOR,1,SOFT,1
2020,10,NOR,2,HARD,46
2020,10,NOR,3,MEDIUM,5
2020,10,OCO,1,SOFT,18
2020,10,OCO,2,HARD,35
2020,10,PER,1,SOFT,20
2020,10,PER,2,HARD,33
2020,10,RAI,1,HARD,35
2020,10,RAI,2,MEDIUM,17
2020,10,RIC,1,SOFT,15
2020,10,RIC,2,HARD,38
2020,10,RUS,1,MEDIUM,1
2020,10,RUS,2,HARD,13
2020,10,RUS,3,MEDIUM,36
2020,10,RUS,4,SOFT,2
2020,10,SAI,1,SOFT,1
2020,10,STR,1,MEDIUM,1
2020,10,VER,1,MEDIUM,25
2020,10,VER,2,HARD,28
2020,10,VET,1,MEDIUM,30
2020,10,VET,2,HARD,22
2020,11,ALB,1,SOFT,7
2020,11,ALB,2,MEDIUM,16
2020,11,BOT,1,SOFT,13
2020,11,BOT,2,MEDIUM,5
2020,11,GAS,1,MEDIUM,30
2020,11,GAS,2,HARD,14
2020,11,GAS,3,SOFT,16
2020,11,GIO,1,SOFT,15
2020,11,GIO,2,MEDIUM,21
2020,11,GIO,3,MEDIUM,24
2020,11,GRO,1,MEDIUM,28
2020,11,GRO,2,HARD,32
2020,11,HAM,1,SOFT,16
2020,11,HAM,2,MEDIUM,29
2020,11,HAM,3,SOFT,15
2020,11,HUL,1,SOFT,29
2020,11,HUL,2,MEDIUM,15
2020,11,HUL,3,SOFT,16
2020,11,KVY,1,MEDIUM,17
2020,11,KVY,2,HARD,27
2020,11,KVY,3,SOFT,16
2020,11,LAT,1,SOFT,14
2020,11,LAT,2,MEDIUM,19
2020,11,LAT,3,MEDIUM,27
2020,11,LEC,1,SOFT,10
2020,11,LEC,2,MEDIUM,25
2020,11,LEC,3,MEDIUM,25
2020,11,MAG,1,SOFT,14
2020,11,MAG,2,MEDIUM,20
2020,11,MAG,3,MEDIUM,26
2020,11,NOR,1,SOFT,29
2020,11,NOR,2,MEDIUM,14
2020,11,OCO,1,SOFT,22
2020,11,PER,1,SOFT,28
2020,11,PER,2,MEDIUM,17
2020,11,PER,3,SOFT,15
2020,11,RAI,1,SOFT,10
2020,11,RAI,2,MEDIUM,34
2020,11,RAI,3,SOFT,16
2020,11,RIC,1,SOFT,16
2020,11,RIC,2,MEDIUM,28
2020,11,RIC,3,SOFT,16
2020,11,RUS,1,SOFT,11
2020,11,RUS,2,MEDIUM,2
2020,11,SAI,1,SOFT,28
2020,11,SAI,2,MEDIUM,16
2020,11,SAI,3,SOFT,16
2020,11,VER,1,SOFT,16
2020,11,VER,2,MEDIUM,29
2020,11,VER,3,SOFT,15
2020,11,VET,1,MEDIUM,11
2020,11,VET,2,HARD,30
2020,11,VET,3,SOFT,19
2020,12,ALB,1,SOFT,19
2020,12,ALB,2,MEDIUM,27
2020,12,ALB,3,SOFT,19
2020,12,BOT,1,MEDIUM,41
2020,12,BOT,2,HARD,25
2020,12,GAS,1,SOFT,28
2020,12,GAS,2,MEDIUM,37
2020,12,GIO,1,MEDIUM,28
2020,12,GIO,2,HARD,37
2020,12,GRO,1,MEDIUM,26
2020,12,GRO,2,HARD,39
2020,12,HAM,1,MEDIUM,40
2020,12,HAM,2,HARD,26
2020,12,KVY,1,MEDIUM,25
2020,12,KVY,2,HARD,30
2020,12,KVY,3,SOFT,9
2020,12,LAT,1,MEDIUM,24
2020,12,LAT,2,HARD,40
2020,12,LEC,1,MEDIUM,34
2020,12,LEC,2,HARD,32
2020,12,MAG,1,HARD,31
2020,12,MAG,2,MEDIUM,34
2020,12,NOR,1,SOFT,18
2020,12,NOR,2,HARD,25
2020,12,NOR,3,MEDIUM,22
2020,12,OCO,1,MEDIUM,53
2020,12,OCO,2,SOFT,12
2020,12,PER,1,SOFT,1
2020,12,PER,2,MEDIUM,44
2020,12,PER,3,SOFT,20
2020,12,RAI,1,SOFT,11
2020,12,RAI,2,MEDIUM,54
2020,12,RIC,1,SOFT,14
2020,12,RIC,2,MEDIUM,51
2020,12,RUS,1,MEDIUM,36
2020,12,RUS,2,HARD,29
2020,12,SAI,1,SOFT,26
2020,12,SAI,2,MEDIUM,39
2020,12,STR,1,MEDIUM,18
2020,12,STR,2,HARD,16
2020,12,STR,3,SOFT,17
2020,12,VER,1,SOFT,23
2020,12,VER,2,MEDIUM,43
2020,12,VET,1,MEDIUM,27
2020,12,VET,2,HARD,38
2020,13,ALB,1,SOFT,14
2020,13,ALB,2,HARD,45
2020,13,ALB,3,SOFT,4
2020,13,BOT,1,MEDIUM,19
2020,13,BOT,2,HARD,32
2020,13,BOT,3,SOFT,12
2020,13,GAS,1,SOFT,8
2020,13,GIO,1,SOFT,10
2020,13,GIO,2,MEDIUM,53
2020,13,GRO,1,MEDIUM,9
2020,13,GRO,2,HARD,41
2020,13,GRO,3,SOFT,13
